"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","investment","joint_security_force_exercise","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","investmentNorm","joint_security_force_exerciseNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","liberianobserver.com","analystliberiaonline.com","frontpageafricaonline.com","inquirernewspaper.com","thenewsnewspaper.online"
"2018-02-01","Liberia",3,0,2,1,16,0,2,9,24,8,2,0,17,5,7,8,1,4,0,5,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0.00595238095238095,0,0.00396825396825397,0.00198412698412698,0.0317460317460317,0,0.00396825396825397,0.0178571428571429,0.0476190476190476,0.0158730158730159,0.00396825396825397,0,0.0337301587301587,0.00992063492063492,0.0138888888888889,0.0158730158730159,0.00198412698412698,0.00793650793650794,0,0.00992063492063492,0,0,0,0,0,0,0,0,0.00198412698412698,0,0.00198412698412698,0.00198412698412698,0.00198412698412698,0.00198412698412698,0,0,0.00198412698412698,0,4,15,8,0,12,4,2,1,0,4,0,0.00793650793650794,0.0297619047619048,0.0158730158730159,0,0.0238095238095238,0.00793650793650794,0.00396825396825397,0.00198412698412698,0,0.00793650793650794,0,504,365,0,5.7620067617996,0.00198412698412698,0.00992063492063492,504,1,0,1,0,0
"2018-03-01","Liberia",0,0,13,4,15,0,0,6,7,14,0,2,11,4,1,9,0,2,0,1,0,0,0,1,0,2,1,2,0,0,1,1,0,0,1,1,0,0,0,0,0.0257936507936508,0.00793650793650794,0.0297619047619048,0,0,0.0119047619047619,0.0138888888888889,0.0277777777777778,0,0.00396825396825397,0.0218253968253968,0.00793650793650794,0.00198412698412698,0.0178571428571429,0,0.00396825396825397,0,0.00198412698412698,0,0,0,0.00198412698412698,0,0.00396825396825397,0.00198412698412698,0.00396825396825397,0,0,0.00198412698412698,0.00198412698412698,0,0,0.00198412698412698,0.00198412698412698,0,0,0,7,1,1,6,4,0,0,1,0,2,0,0.0138888888888889,0.00198412698412698,0.00198412698412698,0.0119047619047619,0.00793650793650794,0,0,0.00198412698412698,0,0.00396825396825397,504,405,0,3.51542484523148,0.00396825396825397,0.0178571428571429,504,1,0,1,0,0
"2018-04-01","Liberia",7,2,20,8,14,1,3,10,26,6,0,3,24,6,2,9,0,1,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0141414141414141,0.00404040404040404,0.0404040404040404,0.0161616161616162,0.0282828282828283,0.00202020202020202,0.00606060606060606,0.0202020202020202,0.0525252525252525,0.0121212121212121,0,0.00606060606060606,0.0484848484848485,0.0121212121212121,0.00404040404040404,0.0181818181818182,0,0.00202020202020202,0.00404040404040404,0.00404040404040404,0.00202020202020202,0.00202020202020202,0,0,0,0.00202020202020202,0.00202020202020202,0,0,0,0,0,0,0,0.00202020202020202,0,0,0,4,9,4,1,16,4,0,0,1,3,1,0.00808080808080808,0.0181818181818182,0.00808080808080808,0.00202020202020202,0.0323232323232323,0.00808080808080808,0,0,0.00202020202020202,0.00606060606060606,0.00202020202020202,495,336,0,7.40547019880964,0.00404040404040404,0.00808080808080808,495,1,0,1,0,0
"2018-05-01","Liberia",1,0,10,4,17,1,1,9,16,10,0,2,8,7,5,6,0,6,1,0,0,1,0,3,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0.00200803212851406,0,0.0200803212851406,0.00803212851405622,0.034136546184739,0.00200803212851406,0.00200803212851406,0.0180722891566265,0.0321285140562249,0.0200803212851406,0,0.00401606425702811,0.0160642570281124,0.0140562248995984,0.0100401606425703,0.0120481927710843,0,0.0120481927710843,0.00200803212851406,0,0,0.00200803212851406,0,0.00602409638554217,0,0,0,0.00200803212851406,0.00200803212851406,0,0.00200803212851406,0.00200803212851406,0,0,0,0,0,0,2,17,4,0,2,10,3,2,0,3,2,0.00401606425702811,0.034136546184739,0.00803212851405622,0,0.00401606425702811,0.0200803212851406,0.00602409638554217,0.00401606425702811,0,0.00602409638554217,0.00401606425702811,498,361,0,4.4424626283753,0.00200803212851406,0.0140562248995984,498,1,0,1,0,0
"2018-06-01","Liberia",0,2,5,2,14,0,1,8,18,16,0,1,9,2,4,6,0,3,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00441501103752759,0.011037527593819,0.00441501103752759,0.0309050772626932,0,0.0022075055187638,0.0176600441501104,0.0397350993377483,0.0353200883002208,0,0.0022075055187638,0.0198675496688742,0.00441501103752759,0.00883002207505519,0.0132450331125828,0,0.00662251655629139,0.0022075055187638,0.00441501103752759,0,0,0,0,0.00441501103752759,0.00441501103752759,0,0,0,0,0,0,0,0,0,0,0,0.0022075055187638,7,23,5,0,14,1,2,1,0,1,0,0.0154525386313466,0.0507726269315673,0.011037527593819,0,0.0309050772626932,0.0022075055187638,0.00441501103752759,0.0022075055187638,0,0.0022075055187638,0,453,320,2,4.78212419030408,0.0022075055187638,0.00883002207505519,453,1,0,1,0,0
"2018-07-01","Liberia",1,0,16,4,16,0,1,13,16,12,1,1,14,5,5,9,0,5,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0.0020746887966805,0,0.033195020746888,0.00829875518672199,0.033195020746888,0,0.0020746887966805,0.0269709543568465,0.033195020746888,0.024896265560166,0.0020746887966805,0.0020746887966805,0.029045643153527,0.0103734439834025,0.0103734439834025,0.0186721991701245,0,0.0103734439834025,0,0,0.0020746887966805,0,0,0,0,0.0020746887966805,0,0,0.004149377593361,0,0,0,0.0020746887966805,0,0,0,0,0,7,16,6,0,9,3,1,0,0,2,1,0.0145228215767635,0.033195020746888,0.012448132780083,0,0.0186721991701245,0.00622406639004149,0.0020746887966805,0,0,0.004149377593361,0.0020746887966805,482,335,1,5.10251333586521,0,0.0103734439834025,482,0,0,1,0,0
"2018-08-01","Liberia",0,0,14,4,18,1,1,9,23,6,0,0,15,2,3,16,0,4,0,0,0,0,0,2,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0.0286298568507157,0.0081799591002045,0.0368098159509202,0.00204498977505112,0.00204498977505112,0.0184049079754601,0.0470347648261759,0.0122699386503067,0,0,0.0306748466257669,0.00408997955010225,0.00613496932515337,0.032719836400818,0,0.0081799591002045,0,0,0,0,0,0.00408997955010225,0,0.00204498977505112,0.00204498977505112,0.00204498977505112,0,0,0.00204498977505112,0,0,0,0.00204498977505112,0,0,0,5,14,4,0,11,3,2,0,0,3,1,0.0102249488752556,0.0286298568507157,0.0081799591002045,0,0.0224948875255624,0.00613496932515337,0.00408997955010225,0,0,0.00613496932515337,0.00204498977505112,489,348,1,5.97280729566435,0.00204498977505112,0.0122699386503067,489,0,0,1,0,0
"2018-09-01","Liberia",11,0,8,0,15,1,3,2,40,17,0,1,14,8,13,9,0,2,1,1,2,0,1,0,0,5,1,2,4,0,0,2,0,0,0,1,1,0,0.0237068965517241,0,0.0172413793103448,0,0.0323275862068966,0.0021551724137931,0.00646551724137931,0.00431034482758621,0.0862068965517241,0.0366379310344828,0,0.0021551724137931,0.0301724137931034,0.0172413793103448,0.0280172413793103,0.0193965517241379,0,0.00431034482758621,0.0021551724137931,0.0021551724137931,0.00431034482758621,0,0.0021551724137931,0,0,0.0107758620689655,0.0021551724137931,0.00431034482758621,0.00862068965517241,0,0,0.00431034482758621,0,0,0,0.0021551724137931,0.0021551724137931,0,2,19,2,1,10,4,2,1,1,1,2,0.00431034482758621,0.040948275862069,0.00431034482758621,0.0021551724137931,0.021551724137931,0.00862068965517241,0.00431034482758621,0.0021551724137931,0.0021551724137931,0.0021551724137931,0.00431034482758621,464,292,1,9.87963417696808,0,0.040948275862069,464,1,0,1,0,0
"2018-10-01","Liberia",1,0,11,0,16,0,1,3,27,8,1,1,19,10,10,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186219739292365,0,0.0204841713221601,0,0.0297951582867784,0,0.00186219739292365,0.00558659217877095,0.0502793296089385,0.0148975791433892,0.00186219739292365,0.00186219739292365,0.0353817504655493,0.0186219739292365,0.0186219739292365,0.0074487895716946,0,0,0.00186219739292365,0.00186219739292365,0.00186219739292365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,8,1,13,10,3,0,2,1,3,0.0204841713221601,0.031657355679702,0.0148975791433892,0.00186219739292365,0.0242085661080074,0.0186219739292365,0.00558659217877095,0,0.0037243947858473,0.00186219739292365,0.00558659217877095,537,381,0,5.63225223046839,0,0.00186219739292365,537,0,0,1,0,0
"2018-11-01","Liberia",4,3,17,1,12,0,2,3,27,10,0,0,25,2,4,9,0,3,3,2,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0.00790513833992095,0.00592885375494071,0.033596837944664,0.00197628458498024,0.0237154150197628,0,0.00395256916996047,0.00592885375494071,0.0533596837944664,0.0197628458498024,0,0,0.0494071146245059,0.00395256916996047,0.00790513833992095,0.0177865612648221,0,0.00592885375494071,0.00592885375494071,0.00395256916996047,0,0,0,0,0,0.00197628458498024,0,0,0.00197628458498024,0,0.00197628458498024,0.00197628458498024,0.00197628458498024,0.00197628458498024,0.00197628458498024,0,0,0.00197628458498024,3,21,3,1,10,4,1,0,0,2,2,0.00592885375494071,0.041501976284585,0.00592885375494071,0.00197628458498024,0.0197628458498024,0.00790513833992095,0.00197628458498024,0,0,0.00395256916996047,0.00395256916996047,506,359,0,7.01092581452056,0,0.0158102766798419,506,0,1,1,0,0
"2018-12-01","Liberia",1,0,4,3,18,1,0,4,14,5,0,2,12,5,4,7,0,2,1,0,0,0,0,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0.00248756218905473,0,0.00995024875621891,0.00746268656716418,0.0447761194029851,0.00248756218905473,0,0.00995024875621891,0.0348258706467662,0.0124378109452736,0,0.00497512437810945,0.0298507462686567,0.0124378109452736,0.00995024875621891,0.0174129353233831,0,0.00497512437810945,0.00248756218905473,0,0,0,0,0,0.00248756218905473,0.00746268656716418,0,0.00248756218905473,0.00248756218905473,0,0.00248756218905473,0,0,0,0,0,0,0,6,14,8,0,10,3,2,0,0,1,0,0.0149253731343284,0.0348258706467662,0.0199004975124378,0,0.0248756218905473,0.00746268656716418,0.00497512437810945,0,0,0.00248756218905473,0,402,293,1,4.75135371161524,0,0.0174129353233831,402,1,1,1,0,0
"2019-01-01","Liberia",3,4,6,0,24,0,3,11,28,11,2,1,13,4,11,9,0,3,2,2,0,0,0,0,0,2,1,1,3,0,0,1,0,0,0,0,0,0,0.00402144772117962,0.00536193029490617,0.00804289544235925,0,0.032171581769437,0,0.00402144772117962,0.014745308310992,0.0375335120643432,0.014745308310992,0.00268096514745308,0.00134048257372654,0.017426273458445,0.00536193029490617,0.014745308310992,0.0120643431635389,0,0.00402144772117962,0.00268096514745308,0.00268096514745308,0,0,0,0,0,0.00268096514745308,0.00134048257372654,0.00134048257372654,0.00402144772117962,0,0,0.00134048257372654,0,0,0,0,0,0,9,25,3,4,26,8,0,1,2,3,2,0.0120643431635389,0.0335120643431635,0.00402144772117962,0.00536193029490617,0.0348525469168901,0.0107238605898123,0,0.00134048257372654,0.00268096514745308,0.00402144772117962,0.00268096514745308,746,549,1,4.77122671099855,0,0.0134048257372654,746,1,1,1,0,0
"2019-02-01","Liberia",5,4,3,0,19,4,1,7,28,7,0,4,12,6,6,15,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.0100603621730382,0.00804828973843058,0.00603621730382294,0,0.0382293762575453,0.00804828973843058,0.00201207243460765,0.0140845070422535,0.0563380281690141,0.0140845070422535,0,0.00804828973843058,0.0241448692152917,0.0120724346076459,0.0120724346076459,0.0301810865191147,0,0.00603621730382294,0,0.00402414486921529,0,0,0,0,0,0,0.00201207243460765,0,0,0,0,0,0,0,0,0,0.00402414486921529,0,5,10,4,0,12,7,0,0,1,2,6,0.0100603621730382,0.0201207243460765,0.00804828973843058,0,0.0241448692152917,0.0140845070422535,0,0,0.00201207243460765,0.00402414486921529,0.0120724346076459,497,340,0,7.32812813315483,0,0.00603621730382294,497,1,1,1,0,0
"2019-03-01","Liberia",8,3,4,0,16,2,1,7,44,9,0,0,23,5,9,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0134453781512605,0.00504201680672269,0.00672268907563025,0,0.026890756302521,0.00336134453781513,0.00168067226890756,0.0117647058823529,0.0739495798319328,0.0151260504201681,0,0,0.038655462184874,0.00840336134453781,0.0151260504201681,0.0218487394957983,0,0.00336134453781513,0,0,0,0,0,0,0,0,0,0,0,0,0.00168067226890756,0,0,0,0,0,0,0,13,18,5,0,15,7,1,0,1,2,2,0.0218487394957983,0.0302521008403361,0.00840336134453781,0,0.0252100840336134,0.0117647058823529,0.00168067226890756,0,0.00168067226890756,0.00336134453781513,0.00336134453781513,595,413,0,8.13006629089366,0,0.00168067226890756,595,1,1,1,0,0
"2019-04-01","Liberia",1,3,11,2,27,2,3,10,17,16,2,1,9,9,14,14,3,10,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.00124378109452736,0.00373134328358209,0.013681592039801,0.00248756218905473,0.0335820895522388,0.00248756218905473,0.00373134328358209,0.0124378109452736,0.0211442786069652,0.0199004975124378,0.00248756218905473,0.00124378109452736,0.0111940298507463,0.0111940298507463,0.0174129353233831,0.0174129353233831,0.00373134328358209,0.0124378109452736,0,0.00248756218905473,0,0,0,0,0,0.00124378109452736,0,0.00124378109452736,0.00124378109452736,0,0,0,0,0,0,0,0,0,8,20,5,2,27,6,0,2,1,3,3,0.00995024875621891,0.0248756218905473,0.00621890547263682,0.00248756218905473,0.0335820895522388,0.00746268656716418,0,0.00248756218905473,0.00124378109452736,0.00373134328358209,0.00373134328358209,804,590,0,4.41432564103455,0,0.00373134328358209,804,1,1,1,0,0
"2019-05-01","Liberia",2,2,26,4,40,0,1,6,27,18,2,1,17,8,43,12,0,9,0,2,0,1,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0.00236127508854782,0.00236127508854782,0.0306965761511216,0.00472255017709563,0.0472255017709563,0,0.00118063754427391,0.00708382526564345,0.0318772136953955,0.0212514757969303,0.00236127508854782,0.00118063754427391,0.0200708382526564,0.00944510035419126,0.050767414403778,0.0141676505312869,0,0.0106257378984652,0,0.00236127508854782,0,0.00118063754427391,0,0,0,0,0,0,0.00118063754427391,0.00118063754427391,0.00354191263282172,0.00236127508854782,0,0,0,0,0,0,6,32,7,0,11,7,3,0,1,3,0,0.00708382526564345,0.0377804014167651,0.00826446280991736,0,0.012987012987013,0.00826446280991736,0.00354191263282172,0,0.00118063754427391,0.00354191263282172,0,847,579,0,5.15110118251235,0,0.00944510035419126,847,1,1,1,0,0
"2019-06-01","Liberia",6,2,24,6,38,1,2,4,36,9,0,2,25,19,58,13,1,5,1,6,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0.00681818181818182,0.00227272727272727,0.0272727272727273,0.00681818181818182,0.0431818181818182,0.00113636363636364,0.00227272727272727,0.00454545454545455,0.0409090909090909,0.0102272727272727,0,0.00227272727272727,0.0284090909090909,0.0215909090909091,0.0659090909090909,0.0147727272727273,0.00113636363636364,0.00568181818181818,0.00113636363636364,0.00681818181818182,0,0,0,0,0.00113636363636364,0.00113636363636364,0,0,0,0,0.00113636363636364,0,0,0,0,0.00113636363636364,0.00113636363636364,0,2,29,8,2,25,7,3,1,2,4,1,0.00227272727272727,0.0329545454545455,0.00909090909090909,0.00227272727272727,0.0284090909090909,0.00795454545454545,0.00340909090909091,0.00113636363636364,0.00227272727272727,0.00454545454545455,0.00113636363636364,880,574,0,6.75746163811549,0.00113636363636364,0.00454545454545455,880,1,1,1,0,0
"2019-07-01","Liberia",4,1,44,18,28,1,2,3,47,16,0,1,37,3,27,13,0,0,1,1,0,0,1,1,2,2,4,2,3,0,3,4,2,0,0,0,1,0,0.00428724544480171,0.00107181136120043,0.0471596998928189,0.0192926045016077,0.030010718113612,0.00107181136120043,0.00214362272240086,0.00321543408360129,0.0503751339764201,0.0171489817792069,0,0.00107181136120043,0.0396570203644159,0.00321543408360129,0.0289389067524116,0.0139335476956056,0,0,0.00107181136120043,0.00107181136120043,0,0,0.00107181136120043,0.00107181136120043,0.00214362272240086,0.00214362272240086,0.00428724544480171,0.00214362272240086,0.00321543408360129,0,0.00321543408360129,0.00428724544480171,0.00214362272240086,0,0,0,0.00107181136120043,0,9,27,11,0,19,18,3,1,2,4,0,0.00964630225080386,0.0289389067524116,0.0117899249732047,0,0.0203644158628081,0.0192926045016077,0.00321543408360129,0.00107181136120043,0.00214362272240086,0.00428724544480171,0,933,642,0,6.0697553724174,0.00107181136120043,0.0257234726688103,933,1,1,1,1,0
"2019-08-01","Liberia",6,0,37,9,19,0,2,9,62,27,1,4,49,4,11,19,0,10,1,9,0,0,0,0,0,0,0,2,1,1,4,0,0,0,2,0,0,0,0.00595238095238095,0,0.0367063492063492,0.00892857142857143,0.0188492063492063,0,0.00198412698412698,0.00892857142857143,0.0615079365079365,0.0267857142857143,0.000992063492063492,0.00396825396825397,0.0486111111111111,0.00396825396825397,0.0109126984126984,0.0188492063492063,0,0.00992063492063492,0.000992063492063492,0.00892857142857143,0,0,0,0,0,0,0,0.00198412698412698,0.000992063492063492,0.000992063492063492,0.00396825396825397,0,0,0,0.00198412698412698,0,0,0,7,29,8,0,19,13,0,0,1,2,5,0.00694444444444444,0.0287698412698413,0.00793650793650794,0,0.0188492063492063,0.0128968253968254,0,0,0.000992063492063492,0.00198412698412698,0.00496031746031746,1008,702,2,6.42547867281315,0,0.00992063492063492,1008,1,1,1,1,1
"2019-09-01","Liberia",2,0,15,0,31,0,0,39,17,17,0,0,19,3,17,12,0,1,3,2,0,0,0,0,0,0,1,0,2,1,1,2,0,0,0,0,1,0,0.00255102040816327,0,0.0191326530612245,0,0.0395408163265306,0,0,0.0497448979591837,0.0216836734693878,0.0216836734693878,0,0,0.024234693877551,0.0038265306122449,0.0216836734693878,0.0153061224489796,0,0.00127551020408163,0.0038265306122449,0.00255102040816327,0,0,0,0,0,0,0.00127551020408163,0,0.00255102040816327,0.00127551020408163,0.00127551020408163,0.00255102040816327,0,0,0,0,0.00127551020408163,0,8,35,8,0,13,11,5,1,2,2,1,0.0102040816326531,0.0446428571428571,0.0102040816326531,0,0.0165816326530612,0.014030612244898,0.00637755102040816,0.00127551020408163,0.00255102040816327,0.00255102040816327,0.00127551020408163,784,546,1,4.17927096574205,0,0.0102040816326531,784,1,1,1,1,0
"2019-10-01","Liberia",4,2,17,4,16,0,0,8,22,26,0,1,23,9,24,17,0,12,1,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0.00467836257309942,0.00233918128654971,0.0198830409356725,0.00467836257309942,0.0187134502923977,0,0,0.00935672514619883,0.0257309941520468,0.0304093567251462,0,0.00116959064327485,0.0269005847953216,0.0105263157894737,0.0280701754385965,0.0198830409356725,0,0.0140350877192982,0.00116959064327485,0.00233918128654971,0,0,0,0,0,0,0.00350877192982456,0,0,0,0.00116959064327485,0,0,0,0,0,0,0.00116959064327485,7,17,4,0,16,7,1,0,0,3,6,0.00818713450292398,0.0198830409356725,0.00467836257309942,0,0.0187134502923977,0.00818713450292398,0.00116959064327485,0,0,0.00350877192982456,0.00701754385964912,855,632,0,5.3790152411466,0.00233918128654971,0.00350877192982456,855,1,1,1,1,0
"2019-11-01","Liberia",4,2,13,9,19,0,1,3,25,2,0,0,32,5,7,20,0,5,1,5,0,0,0,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0.00573065902578797,0.00286532951289398,0.0186246418338109,0.0128939828080229,0.0272206303724928,0,0.00143266475644699,0.00429799426934097,0.0358166189111748,0.00286532951289398,0,0,0.0458452722063037,0.00716332378223496,0.0100286532951289,0.0286532951289398,0,0.00716332378223496,0.00143266475644699,0.00716332378223496,0,0,0,0.00143266475644699,0,0.00286532951289398,0,0,0.00143266475644699,0,0.00143266475644699,0.00143266475644699,0,0,0,0,0,0,3,29,7,1,13,8,1,1,2,1,2,0.00429799426934097,0.0415472779369628,0.0100286532951289,0.00143266475644699,0.0186246418338109,0.0114613180515759,0.00143266475644699,0.00143266475644699,0.00286532951289398,0.00143266475644699,0.00286532951289398,698,518,2,6.05886194420217,0,0.00859598853868195,698,1,0,1,1,0
"2019-12-01","Liberia",1,0,8,1,22,0,0,6,24,11,0,0,14,8,31,5,0,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.00137931034482759,0,0.0110344827586207,0.00137931034482759,0.0303448275862069,0,0,0.00827586206896552,0.0331034482758621,0.0151724137931034,0,0,0.0193103448275862,0.0110344827586207,0.0427586206896552,0.00689655172413793,0,0.00689655172413793,0.00275862068965517,0.00275862068965517,0,0,0,0,0,0,0,0.00137931034482759,0,0,0,0,0,0,0.00137931034482759,0,0,0,0,15,5,1,8,3,4,0,2,0,0,0,0.0206896551724138,0.00689655172413793,0.00137931034482759,0.0110344827586207,0.00413793103448276,0.00551724137931034,0,0.00275862068965517,0,0,725,567,0,4.45235683308592,0,0.00275862068965517,725,1,0,1,1,0
"2020-01-01","Liberia",4,1,14,4,11,0,3,13,29,6,0,0,26,6,38,18,1,6,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0.00524246395806029,0.00131061598951507,0.018348623853211,0.00524246395806029,0.0144167758846658,0,0.00393184796854522,0.0170380078636959,0.0380078636959371,0.00786369593709043,0,0,0.0340760157273919,0.00786369593709043,0.0498034076015727,0.0235910878112713,0.00131061598951507,0.00786369593709043,0,0.00131061598951507,0,0,0,0,0,0,0,0,0,0,0.00262123197903014,0,0,0,0.00393184796854522,0,0,0,6,19,6,0,15,5,0,0,3,6,3,0.00786369593709043,0.0249017038007864,0.00786369593709043,0,0.0196592398427261,0.00655307994757536,0,0,0.00393184796854522,0.00786369593709043,0.00393184796854522,763,553,2,6.48882924815411,0,0.00655307994757536,763,1,1,1,1,0
"2020-02-01","Liberia",0,0,14,2,14,0,6,11,47,13,1,3,34,7,4,11,0,5,0,2,1,0,1,1,3,2,0,0,1,0,2,0,0,1,4,0,0,2,0,0,0.0167064439140811,0.00238663484486874,0.0167064439140811,0,0.00715990453460621,0.013126491646778,0.0560859188544153,0.0155131264916468,0.00119331742243437,0.0035799522673031,0.0405727923627685,0.00835322195704057,0.00477326968973747,0.013126491646778,0,0.00596658711217184,0,0.00238663484486874,0.00119331742243437,0,0.00119331742243437,0.00119331742243437,0.0035799522673031,0.00238663484486874,0,0,0.00119331742243437,0,0.00238663484486874,0,0,0.00119331742243437,0.00477326968973747,0,0,0.00238663484486874,6,30,6,1,7,9,2,0,1,0,3,0.00715990453460621,0.035799522673031,0.00715990453460621,0.00119331742243437,0.00835322195704057,0.0107398568019093,0.00238663484486874,0,0.00119331742243437,0,0.0035799522673031,838,643,2,6.04473222445758,0,0.022673031026253,838,1,1,1,1,0
