"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","confidentenamibia.com","thevillager.com.na","observer24.com.na","informante.web.na"
"2022-08-01","Namibia",2,0,30,3,7,2,1,23,13,3,0,2,11,2,12,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180505415162455,0,0.0270758122743682,0.00270758122743682,0.00631768953068592,0.00180505415162455,0.000902527075812274,0.0207581227436823,0.0117328519855596,0.00270758122743682,0,0.00180505415162455,0.00992779783393502,0.00180505415162455,0.0108303249097473,0.00541516245487365,0,0.00180505415162455,0,0.000902527075812274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11,12,5,34,15,3,0,3,14,28,0.0288808664259928,0.00992779783393502,0.0108303249097473,0.00451263537906137,0.0306859205776173,0.0135379061371841,0.00270758122743682,0,0.00270758122743682,0.0126353790613718,0.0252707581227437,1108,860,12,3.90471854640171,0,0,1108,1,1,1,1
"2022-09-01","Namibia",5,0,16,1,5,1,1,18,18,5,2,1,14,6,4,8,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0048780487804878,0,0.015609756097561,0.000975609756097561,0.0048780487804878,0.000975609756097561,0.000975609756097561,0.0175609756097561,0.0175609756097561,0.0048780487804878,0.00195121951219512,0.000975609756097561,0.0136585365853659,0.00585365853658537,0.00390243902439024,0.00780487804878049,0,0.00292682926829268,0.000975609756097561,0.00195121951219512,0,0,0,0,0,0,0,0,0,0.000975609756097561,0,0,0,0.000975609756097561,0,0,0,0,0,0,18,18,13,1,40,12,5,0,3,13,15,0.0175609756097561,0.0175609756097561,0.0126829268292683,0.000975609756097561,0.0390243902439024,0.0117073170731707,0.0048780487804878,0,0.00292682926829268,0.0126829268292683,0.0146341463414634,1025,801,9,5.34013578943405,0,0.00195121951219512,1025,1,1,1,1
"2022-10-01","Namibia",3,0,12,1,6,2,1,24,18,3,0,2,22,2,4,8,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00301507537688442,0,0.0120603015075377,0.00100502512562814,0.00603015075376884,0.00201005025125628,0.00100502512562814,0.0241206030150754,0.0180904522613065,0.00301507537688442,0,0.00201005025125628,0.0221105527638191,0.00201005025125628,0.00402010050251256,0.00804020100502513,0,0.00201005025125628,0.00100502512562814,0.00201005025125628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,22,16,0,36,10,2,1,4,18,15,0.0462311557788945,0.0221105527638191,0.0160804020100503,0,0.0361809045226131,0.0100502512562814,0.00201005025125628,0.00100502512562814,0.00402010050251256,0.0180904522613065,0.0150753768844221,995,749,8,5.67159610076602,0,0,995,1,1,1,1
"2022-11-01","Namibia",2,0,10,2,2,0,0,13,13,0,0,0,14,5,5,8,2,2,0,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00245098039215686,0,0.0122549019607843,0.00245098039215686,0.00245098039215686,0,0,0.0159313725490196,0.0159313725490196,0,0,0,0.017156862745098,0.00612745098039216,0.00612745098039216,0.00980392156862745,0.00245098039215686,0.00245098039215686,0,0.00122549019607843,0,0.00122549019607843,0,0,0,0.00367647058823529,0,0,0,0.00122549019607843,0,0,0,0,0,0,0,0,0,0,32,24,7,1,17,7,1,0,0,9,21,0.0392156862745098,0.0294117647058824,0.00857843137254902,0.00122549019607843,0.0208333333333333,0.00857843137254902,0.00122549019607843,0,0,0.0110294117647059,0.0257352941176471,816,638,6,4.88425268473208,0.00367647058823529,0.00245098039215686,816,1,1,0,1
"2022-12-01","Namibia",1,0,5,0,0,0,0,17,5,2,0,1,7,2,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.00236406619385343,0,0.0118203309692671,0,0,0,0,0.0401891252955083,0.0118203309692671,0.00472813238770686,0,0.00236406619385343,0.016548463356974,0.00472813238770686,0,0.00709219858156028,0,0.00236406619385343,0,0.00236406619385343,0,0.00236406619385343,0,0,0,0,0,0,0,0.00236406619385343,0,0,0,0,0,0,0,0,0.00236406619385343,0,19,3,4,0,12,3,1,0,2,16,13,0.0449172576832151,0.00709219858156028,0.00945626477541371,0,0.0283687943262411,0.00709219858156028,0.00236406619385343,0,0.00472813238770686,0.0378250591016548,0.0307328605200946,423,316,2,3.96419651194443,0.00472813238770686,0.00236406619385343,423,1,1,1,1
"2023-01-01","Namibia",2,0,8,1,5,1,0,27,8,0,0,0,6,1,2,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0040650406504065,0,0.016260162601626,0.00203252032520325,0.0101626016260163,0.00203252032520325,0,0.0548780487804878,0.016260162601626,0,0,0,0.0121951219512195,0.00203252032520325,0.0040650406504065,0.00203252032520325,0,0,0.00203252032520325,0.00609756097560976,0,0,0,0,0,0,0,0,0,0.00203252032520325,0,0,0,0,0,0,0,0,0.00203252032520325,0,20,8,4,1,20,7,1,1,1,6,4,0.040650406504065,0.016260162601626,0.00813008130081301,0.00203252032520325,0.040650406504065,0.0142276422764228,0.00203252032520325,0.00203252032520325,0.00203252032520325,0.0121951219512195,0.00813008130081301,492,364,2,3.89006057066439,0.00203252032520325,0.00203252032520325,492,1,1,1,1
"2023-02-01","Namibia",2,0,4,1,4,0,0,18,5,3,1,0,5,3,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0041407867494824,0,0.0082815734989648,0.0020703933747412,0.0082815734989648,0,0,0.0372670807453416,0.010351966873706,0.0062111801242236,0.0020703933747412,0,0.010351966873706,0.0062111801242236,0.0144927536231884,0.0041407867494824,0,0,0,0.0020703933747412,0,0,0,0,0,0,0,0,0,0,0,0,0.0020703933747412,0,0,0,0,0,0,0,15,7,5,0,10,6,1,1,0,5,6,0.031055900621118,0.0144927536231884,0.010351966873706,0,0.020703933747412,0.0124223602484472,0.0020703933747412,0.0020703933747412,0,0.010351966873706,0.0124223602484472,483,379,2,3.78364147628751,0.0020703933747412,0,483,0,1,1,1
"2023-03-01","Namibia",2,0,8,0,4,1,0,19,9,2,4,2,11,5,5,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333889816360601,0,0.013355592654424,0,0.00667779632721202,0.00166944908180301,0,0.0317195325542571,0.015025041736227,0.00333889816360601,0.00667779632721202,0.00333889816360601,0.0183639398998331,0.00834724540901502,0.00834724540901502,0.010016694490818,0,0,0.00166944908180301,0.00166944908180301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,5,0,18,7,1,0,1,11,21,0.0383973288814691,0.010016694490818,0.00834724540901502,0,0.0300500834724541,0.011686143572621,0.00166944908180301,0,0.00166944908180301,0.0183639398998331,0.0350584307178631,599,439,5,5.57459214266299,0,0,599,0,1,1,1
"2023-04-01","Namibia",2,0,6,1,11,1,0,17,10,2,1,0,9,3,3,4,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.00193050193050193,0,0.00579150579150579,0.000965250965250965,0.0106177606177606,0.000965250965250965,0,0.0164092664092664,0.00965250965250965,0.00193050193050193,0.000965250965250965,0,0.00868725868725869,0.0028957528957529,0.0028957528957529,0.00386100386100386,0,0.00193050193050193,0,0.00193050193050193,0,0,0,0,0,0,0.000965250965250965,0,0,0.000965250965250965,0,0,0.000965250965250965,0,0,0,0,0,0,0,29,33,19,2,40,12,3,0,2,14,14,0.027992277992278,0.0318532818532819,0.0183397683397683,0.00193050193050193,0.0386100386100386,0.0115830115830116,0.0028957528957529,0,0.00193050193050193,0.0135135135135135,0.0135135135135135,1036,823,8,2.92302589008509,0.000965250965250965,0.00193050193050193,1036,0,1,1,1
"2023-05-01","Namibia",4,1,16,2,7,0,1,27,15,10,2,1,12,8,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.00371057513914657,0.000927643784786642,0.0148423005565863,0.00185528756957328,0.00649350649350649,0,0.000927643784786642,0.0250463821892393,0.0139146567717996,0.00927643784786642,0.00185528756957328,0.000927643784786642,0.0111317254174397,0.00742115027829314,0.00463821892393321,0.00371057513914657,0,0.00185528756957328,0,0,0,0,0,0,0,0,0,0,0,0.000927643784786642,0,0,0,0,0,0,0,0,0.000927643784786642,0,30,22,17,0,32,11,3,1,2,18,16,0.0278293135435993,0.0204081632653061,0.0157699443413729,0,0.0296846011131725,0.0102040816326531,0.00278293135435993,0.000927643784786642,0.00185528756957328,0.0166975881261596,0.0148423005565863,1078,837,6,4.69227800545632,0,0.00185528756957328,1078,0,1,1,1
"2023-06-01","Namibia",1,1,1,0,13,0,0,15,10,22,0,3,7,5,5,6,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0.000807102502017756,0.000807102502017756,0.000807102502017756,0,0.0104923325262308,0,0,0.0121065375302663,0.00807102502017756,0.0177562550443906,0,0.00242130750605327,0.00564971751412429,0.00403551251008878,0.00403551251008878,0.00484261501210654,0,0,0,0,0,0,0,0,0.00242130750605327,0,0,0,0,0.00161420500403551,0,0,0,0.000807102502017756,0,0,0.000807102502017756,0,0.000807102502017756,0,32,32,17,4,46,25,0,0,3,11,17,0.0258272800645682,0.0258272800645682,0.0137207425343019,0.00322841000807102,0.0371267150928168,0.0201775625504439,0,0,0.00242130750605327,0.00887812752219532,0.0137207425343019,1239,990,8,3.22121375482642,0.00161420500403551,0.00484261501210654,1239,1,1,1,1
"2023-07-01","Namibia",9,0,2,1,6,2,2,23,16,19,0,0,16,6,2,6,0,3,0,2,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0.00748752079866889,0,0.00166389351081531,0.000831946755407654,0.00499168053244592,0.00166389351081531,0.00166389351081531,0.019134775374376,0.0133111480865225,0.0158069883527454,0,0,0.0133111480865225,0.00499168053244592,0.00166389351081531,0.00499168053244592,0,0.00249584026622296,0,0.00166389351081531,0,0.000831946755407654,0,0,0,0,0.00249584026622296,0,0,0.00166389351081531,0,0,0,0,0,0,0,0,0,0,30,26,22,1,50,23,0,0,4,13,25,0.0249584026622296,0.021630615640599,0.0183028286189684,0.000831946755407654,0.0415973377703827,0.019134775374376,0,0,0.00332778702163062,0.0108153078202995,0.0207986688851913,1202,934,12,5.28510378509688,0.00415973377703827,0.000831946755407654,1202,1,1,1,1
"2023-08-01","Namibia",0,1,6,0,9,1,0,15,21,6,0,1,14,3,6,8,0,3,0,2,0,0,0,0,0,1,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0.00085397096498719,0.00512382578992314,0,0.00768573868488471,0.00085397096498719,0,0.0128095644748079,0.017933390264731,0.00512382578992314,0,0.00085397096498719,0.0119555935098207,0.00256191289496157,0.00512382578992314,0.00683176771989752,0,0.00256191289496157,0,0.00170794192997438,0,0,0,0,0,0.00085397096498719,0.00170794192997438,0,0,0.00170794192997438,0,0,0,0.00085397096498719,0,0,0.00085397096498719,0,0,0,27,22,6,3,47,22,3,1,1,10,12,0.0230572160546541,0.0187873612297182,0.00512382578992314,0.00256191289496157,0.040136635354398,0.0187873612297182,0.00256191289496157,0.00085397096498719,0.00085397096498719,0.0085397096498719,0.0102476515798463,1171,942,11,4.53429759942252,0.00170794192997438,0.00426985482493595,1171,1,1,1,1
"2023-09-01","Namibia",1,0,3,2,7,2,1,16,10,13,1,3,7,4,4,4,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.000846023688663283,0,0.00253807106598985,0.00169204737732657,0.00592216582064298,0.00169204737732657,0.000846023688663283,0.0135363790186125,0.00846023688663283,0.0109983079526227,0.000846023688663283,0.00253807106598985,0.00592216582064298,0.00338409475465313,0.00338409475465313,0.00338409475465313,0,0.000846023688663283,0,0.000846023688663283,0,0,0,0,0.000846023688663283,0,0,0,0,0.000846023688663283,0,0,0,0,0,0,0,0,0,0,21,18,19,2,47,13,4,1,1,11,13,0.0177664974619289,0.0152284263959391,0.0160744500846024,0.00169204737732657,0.0397631133671743,0.0109983079526227,0.00338409475465313,0.000846023688663283,0.000846023688663283,0.00930626057529611,0.0109983079526227,1182,980,8,3.18796275286002,0,0.00169204737732657,1182,1,1,1,1
"2023-10-01","Namibia",6,1,5,1,8,0,1,19,36,12,0,1,31,4,3,5,0,7,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0.0045662100456621,0.00076103500761035,0.00380517503805175,0.00076103500761035,0.0060882800608828,0,0.00076103500761035,0.0144596651445967,0.0273972602739726,0.0091324200913242,0,0.00076103500761035,0.0235920852359209,0.0030441400304414,0.00228310502283105,0.00380517503805175,0,0.00532724505327245,0.00076103500761035,0,0,0,0,0,0,0,0,0.00228310502283105,0,0.00228310502283105,0,0,0,0,0,0,0,0,0.00076103500761035,0,32,32,14,1,46,23,2,0,1,16,14,0.0243531202435312,0.0243531202435312,0.0106544901065449,0.00076103500761035,0.0350076103500761,0.0175038051750381,0.0015220700152207,0,0.00076103500761035,0.0121765601217656,0.0106544901065449,1314,1034,6,6.58791866916379,0,0.00532724505327245,1314,1,1,1,1
"2023-11-01","Namibia",0,1,12,0,8,0,0,16,8,2,1,1,5,5,4,6,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000890471950133571,0.0106856634016028,0,0.00712377560106857,0,0,0.0142475512021371,0.00712377560106857,0.00178094390026714,0.000890471950133571,0.000890471950133571,0.00445235975066785,0.00445235975066785,0.00356188780053428,0.00534283170080142,0,0.000890471950133571,0.000890471950133571,0.00178094390026714,0,0,0,0,0.000890471950133571,0,0,0,0,0,0,0,0,0,0,0,0,0.000890471950133571,0,0,25,24,15,0,26,14,3,0,0,10,12,0.0222617987533393,0.0213713268032057,0.0133570792520036,0,0.0231522707034728,0.01246660730187,0.00267141585040071,0,0,0.00890471950133571,0.0106856634016028,1123,938,6,2.74041499404921,0,0.00178094390026714,1123,1,1,1,1
"2023-12-01","Namibia",0,1,6,2,6,0,0,8,7,0,0,3,8,2,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.00148588410104012,0.00891530460624071,0.00297176820208024,0.00891530460624071,0,0,0.011887072808321,0.0104011887072808,0,0,0.00445765230312036,0.011887072808321,0.00297176820208024,0.00445765230312036,0.00445765230312036,0.00148588410104012,0.00594353640416048,0,0,0,0,0,0,0,0,0,0,0,0.00297176820208024,0,0,0,0,0,0,0,0,0,0,4,9,9,2,16,6,1,1,5,4,4,0.00594353640416048,0.0133729569093611,0.0133729569093611,0.00297176820208024,0.0237741456166419,0.00891530460624071,0.00148588410104012,0.00148588410104012,0.00742942050520059,0.00594353640416048,0.00594353640416048,673,575,7,3.67869504840268,0.00148588410104012,0.00148588410104012,673,1,1,1,1
"2024-01-01","Namibia",2,0,15,0,9,1,0,31,4,1,0,3,7,1,2,4,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.00197433366238894,0,0.0148075024679171,0,0.00888450148075025,0.000987166831194472,0,0.0306021717670286,0.00394866732477789,0.000987166831194472,0,0.00296150049358342,0.0069101678183613,0.000987166831194472,0.00197433366238894,0.00394866732477789,0,0,0.00197433366238894,0.000987166831194472,0,0,0,0,0,0,0,0,0,0.000987166831194472,0,0,0,0,0,0,0,0,0.000987166831194472,0,34,14,7,1,31,6,1,1,1,8,19,0.033563672260612,0.0138203356367226,0.0069101678183613,0.000987166831194472,0.0306021717670286,0.00592300098716683,0.000987166831194472,0.000987166831194472,0.000987166831194472,0.00789733464955577,0.018756169792695,1013,819,11,2.04980332518956,0,0.00197433366238894,1013,1,1,1,1
"2024-02-01","Namibia",0,1,19,2,8,2,1,34,20,11,1,2,13,6,1,6,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.000863557858376511,0.0164075993091537,0.00172711571675302,0.00690846286701209,0.00172711571675302,0.000863557858376511,0.0293609671848014,0.0172711571675302,0.00949913644214162,0.000863557858376511,0.00172711571675302,0.0112262521588946,0.00518134715025907,0.000863557858376511,0.00518134715025907,0,0.00259067357512953,0.000863557858376511,0,0,0,0,0,0,0,0,0,0,0.00259067357512953,0,0,0,0,0,0,0,0,0,0,7,26,12,0,24,8,1,0,1,8,11,0.00604490500863558,0.0224525043177893,0.0103626943005181,0,0.0207253886010363,0.00690846286701209,0.000863557858376511,0,0.000863557858376511,0.00690846286701209,0.00949913644214162,1158,950,13,5.07965247450319,0.000863557858376511,0.00172711571675302,1158,1,1,1,1
"2024-03-01","Namibia",2,0,32,4,14,3,3,31,32,6,0,3,28,8,12,12,0,4,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0.00163132137030995,0,0.0261011419249592,0.0032626427406199,0.0114192495921697,0.00244698205546493,0.00244698205546493,0.0252854812398042,0.0261011419249592,0.00489396411092985,0,0.00244698205546493,0.0228384991843393,0.0065252854812398,0.00978792822185971,0.00978792822185971,0,0.0032626427406199,0.0032626427406199,0.00244698205546493,0,0,0,0,0,0,0,0,0,0.00244698205546493,0,0,0,0,0,0,0.00244698205546493,0,0,0,25,41,18,1,30,18,7,1,3,7,19,0.0203915171288744,0.033442088091354,0.0146818923327896,0.000815660685154976,0.0244698205546493,0.0146818923327896,0.00570962479608483,0.000815660685154976,0.00244698205546493,0.00570962479608483,0.0154975530179445,1226,900,8,8.1786353379791,0.000815660685154976,0.00407830342577488,1226,1,1,1,1
"2024-04-01","Namibia",1,2,23,4,22,4,1,28,22,10,3,1,17,11,5,12,0,5,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0.000753012048192771,0.00150602409638554,0.0173192771084337,0.00301204819277108,0.016566265060241,0.00301204819277108,0.000753012048192771,0.0210843373493976,0.016566265060241,0.00753012048192771,0.00225903614457831,0.000753012048192771,0.0128012048192771,0.00828313253012048,0.00376506024096386,0.00903614457831325,0,0.00376506024096386,0,0.00301204819277108,0,0,0,0,0,0,0,0,0,0.000753012048192771,0,0,0.000753012048192771,0.000753012048192771,0,0,0,0,0.00150602409638554,0,37,55,13,1,40,14,8,0,3,24,24,0.0278614457831325,0.0414156626506024,0.00978915662650602,0.000753012048192771,0.0301204819277108,0.0105421686746988,0.00602409638554217,0,0.00225903614457831,0.0180722891566265,0.0180722891566265,1328,966,4,6.27978831831571,0.000753012048192771,0.00301204819277108,1328,0,1,1,1
"2024-05-01","Namibia",0,6,29,4,19,2,2,35,27,9,5,1,28,7,6,10,1,6,2,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0.00467653936087295,0.0226032735775526,0.00311769290724864,0.014809041309431,0.00155884645362432,0.00155884645362432,0.0272798129384256,0.0210444271239283,0.00701480904130943,0.00389711613406079,0.000779423226812159,0.0218238503507405,0.00545596258768511,0.00467653936087295,0.00779423226812159,0.000779423226812159,0.00467653936087295,0.00155884645362432,0.000779423226812159,0,0,0,0,0.000779423226812159,0,0,0,0,0.000779423226812159,0,0,0.00155884645362432,0,0,0,0,0,0.000779423226812159,0,31,52,15,1,35,12,7,1,4,13,18,0.0241621200311769,0.0405300077942323,0.0116913484021824,0.000779423226812159,0.0272798129384256,0.00935307872174591,0.00545596258768511,0.000779423226812159,0.00311769290724864,0.0101325019485581,0.0140296180826189,1283,934,8,8.31782584214433,0.000779423226812159,0.00311769290724864,1283,0,1,1,1
"2024-06-01","Namibia",2,4,48,23,22,1,5,29,28,22,1,0,23,13,5,13,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00149476831091181,0.00298953662182362,0.0358744394618834,0.0171898355754858,0.0164424514200299,0.000747384155455904,0.00373692077727952,0.0216741405082212,0.0209267563527653,0.0164424514200299,0.000747384155455904,0,0.0171898355754858,0.00971599402092676,0.00373692077727952,0.00971599402092676,0,0.00448430493273543,0.00149476831091181,0.000747384155455904,0,0,0,0,0,0,0,0,0,0.000747384155455904,0,0,0,0,0,0,0,0,0,0,22,52,17,0,30,36,3,0,2,8,19,0.0164424514200299,0.038863976083707,0.0127055306427504,0,0.0224215246636771,0.0269058295964126,0.00224215246636771,0,0.00149476831091181,0.00597907324364723,0.0142002989536622,1338,940,8,8.90082454746586,0,0.000747384155455904,1338,0,1,1,1
"2024-07-01","Namibia",5,2,49,24,23,8,1,31,28,15,1,5,23,16,8,15,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353606789250354,0.00141442715700141,0.0346534653465347,0.016973125884017,0.0162659123055163,0.00565770862800566,0.000707213578500707,0.0219236209335219,0.0198019801980198,0.0106082036775106,0.000707213578500707,0.00353606789250354,0.0162659123055163,0.0113154172560113,0.00565770862800566,0.0106082036775106,0,0.00141442715700141,0.000707213578500707,0.00141442715700141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,64,14,2,43,28,5,2,6,8,20,0.024045261669024,0.0452616690240453,0.0099009900990099,0.00141442715700141,0.0304101838755304,0.0198019801980198,0.00353606789250354,0.00141442715700141,0.00424328147100424,0.00565770862800566,0.0141442715700141,1414,966,6,7.7599930186786,0,0,1414,0,1,1,1
